240*40,Commodity,,,S&P500 (US),,,,,,,,,,,,,Mexican Bolsa (Mexico),,,Brazil Bovespa (Brazil),,,FTSE 100 (UK),,,DAX (Germany) ,,,CAC 40 (France),,,Nikkei (Japan),,,Hang Seng (Hongkong),,,Shanghai Composite,,,,
,GOLD,CRUDE OIL,CORN,3M,APPLE,COF,SCHW,COCA COLA,BAC,CSX,DTE,EXELON,NUE,TXT,DIS,XEL,GRUPO MEXICO 'B',AFLAA,FEMSAUBD,USIM5.SA,BBAS3.SA,TRPL4.SA,TESCO,BP,BT GROUP,BMW,ALLIANZ,SIEMENS,TELEPERFORMANCE,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,LVMH,SONY GROUP,TOYOTA MOTOR,FUJITA ENGINEERING,HSBC HOLDINGS,CK HUTCHISON HOLDINGS,HANG SENG BANK,Shanghai Airport,SPDB,HISENSE,,
03/04/2005,0.988160186,1.024422318,1.020725389,1.002591284,0.978492462,0.974934726,0.966697502,0.958314034,0.949924455,0.987249054,1.003532009,1.008569545,0.96369637,0.959258789,1.000351187,0.967977528,0.920807453,0.960552268,0.931399632,0.87647467,0.957528958,1.056234719,1.035905821,0.970123023,1.012077295,1.058823529,1.027196653,1.001145497,1.014913601,1.036603275,1.022241308,1.0675,0.982885086,0.971764706,0.957367215,0.971924352,0.971830986,1.038388924,0.9375,0.852272727,,
03/05/2005,1.005286033,0.928846507,0.954314721,0.901785714,0.885510819,0.958355651,0.964593301,1.057515708,1.030674847,0.975130233,1.012318522,1.066884532,0.875856164,1.006880127,0.918475177,0.995937319,0.883642496,0.936344969,0.92090954,0.884402217,0.994959677,0.997685185,0.985826125,0.975543478,0.961813842,0.943019943,0.956720978,0.935888057,0.96616153,0.974578756,0.958223484,0.922716628,0.947761194,0.995157385,1.008096596,1.05777332,1.024154589,1.023636364,0.96969697,0.977777778,,
03/06/2005,0.988665576,1.038894373,1.053191489,0.99009901,1.056062481,1.046947045,1.158730159,1.010740402,1.009259259,1.031891096,1.027162103,0.98958546,1.05200391,1.01826544,1.040762905,1.096153846,1.051526718,1.083333333,1.074074074,0.860340197,1.087132725,1.218097448,1.007204842,1.04178273,1.075682382,1.090634441,1.014369345,1.055717006,1.104609816,1.02608434,1.111717813,1.007614213,1.020997375,1.00729927,0.995984216,0.972691068,0.985849057,0.846654825,0.9375,0.954545455,,
03/07/2005,1.012055313,1.077347016,1.01010101,0.960526316,0.954528813,1.051648205,0.970034247,0.954329641,0.98252512,1.020194817,0.995768987,1.067478333,0.862664932,0.985933669,0.918373101,1.045188729,0.978221416,1.008097166,1.061469265,0.891779396,0.985088537,1.041904762,1.016659248,1.058823529,1.073817762,1.053462604,1.003147954,1.011295681,1.005421366,1.004946141,1.060456785,0.9697733,1.030848329,1.060386473,1.008063951,1.063145837,1.014354067,1.148951049,1.113333333,1.2,,
03/08/2005,1.018568259,1.058916917,1.03,1.01630137,1.184105554,1.055076142,1.213592233,1.058280028,0.973321476,1.064082312,0.99978755,1.05026097,1.236535976,0.97513089,1.027104102,0.989318413,1.113172542,1.076305221,1.131826742,1.169194866,1.069063387,0.941499086,1.048408281,1.082491582,0.95273899,1.001051801,1.106694561,1.048094612,1.040664014,1.041460342,1.050077279,0.974025974,1.067331671,1.038724374,1.022398442,1.147857781,1.013207547,1.032258065,1.119760479,1.063492063,,
03/09/2005,1.018229764,1.105280693,0.90776699,0.963741744,1.06938326,0.986769305,0.975272727,0.98276248,0.980127912,0.963871408,0.982362941,0.993557887,1.010278746,0.960134228,0.96080606,1.002056555,1.021666667,1.020522388,1.036605657,1.030938124,1.045132743,1.031067961,0.97691344,0.986780715,0.97632469,0.956133438,0.97731569,0.965539476,0.977670179,0.968961175,0.961114386,0.997333333,1.051401869,1.052631579,0.985916451,1.005172448,0.981378026,0.963443396,1.048128342,1.014925373,,
03/10/2005,1.04931877,0.934589299,0.909090909,1.014405594,1.177863937,0.976352999,1.076808352,0.98428246,0.979958052,1.06542451,1.005624054,0.99073731,1.010691499,0.996924367,0.969710366,1.00564392,1.061990212,0.972577697,0.997191011,1.116166505,1.225232854,1.192090395,0.952735711,1.061465721,1.032332564,1.077472527,1.08868472,1.046393856,1.073819269,1.075903979,1.0503826,1.002673797,1.177777778,1.010416667,1,1.002304697,0.9943074,0.959608323,0.964285714,0.911764706,,
03/11/2005,0.989161927,0.955168521,1,1.03598511,1.13609011,0.943071161,1.056094183,0.985420042,1.046611177,1.000422173,0.920412992,0.980366492,1.065005972,1.038564016,1.037065021,0.91377551,1.012288786,0.928571429,0.986720322,0.873373807,0.967519005,0.998420221,0.992821433,0.951002227,0.94295302,0.913309536,1.064049036,0.974738074,0.948725515,0.983818754,0.976743586,1.013333333,1.009433962,1.035051546,0.971430543,0.933218363,0.970419847,0.939413265,0.984126984,1.076612903,,
03/12/2005,1.093295726,0.937362823,1.047058824,1.056694171,1.174294898,1.119009796,1.023606557,1.005636449,1.04817087,1.041138107,1.021967749,0.999237078,1.09019545,1.076694572,0.999198173,1.035734227,1.107738998,1.004048583,0.979200653,1.135054618,1.016428571,0.96835443,0.991930278,1.024980484,1.016607355,1.056393076,1.065870763,1.04070275,1.041634535,1.035526658,1.097471368,1.189473684,1.104672897,1.073705179,1.026141934,0.996558975,1.013765978,0.909029192,1.075268817,1.041198502,,
03/01/2006,1.049216114,1.109510086,1.146067416,0.996347607,1.029183854,1.028983793,0.958360026,0.95516114,1.020593974,1.022513726,0.999771324,1.042565375,1.019250551,0.971908703,0.980708129,1.001078167,1.07260274,0.993951613,1.099125364,1.032370954,0.983836964,1.06372549,1.056849984,0.97029703,1.029171529,0.983086681,1.024124696,1.117052882,1.036894483,1.063532445,1.033220242,1.066371681,1.035532995,0.975881262,0.994427137,0.980348275,0.982541222,1.076923077,1.11,1.061151079,,
03/02/2006,1.07669756,1.02224026,1.014705882,0.898748578,0.961192688,0.957346516,0.975935829,0.999511002,0.915250637,1.038042042,0.941674291,1.024716221,1.191320646,1.077419355,1.025000415,1.021001616,1.212005109,0.971602434,1.017051914,1.238983051,1.380714286,1.004608295,0.999230224,1.033751962,0.933106576,1.031451613,0.988986616,1.0172403,1.004078879,1.005377553,0.98884577,1.201244813,0.995098039,1.098859316,1.024818128,1.01441461,1.011846002,1.113037448,1.153153153,1.183050847,,
03/03/2006,0.996486605,0.996347467,1.033816425,1.025035162,0.942556508,1.061006365,1.143835616,1.022504892,1.048735205,1.086973628,1.043964051,1.01876005,1.061962967,1.053772455,1.128347685,0.96149789,0.982086407,0.974947808,1.138971684,1.121067031,0.965856182,1.010703364,1.052323432,0.968109339,1.071688943,1.026322648,1.037816101,1.020716065,1.077887128,0.983361115,1.069674189,0.911917098,1.004926108,0.967128028,1.032029074,0.999378456,1.003902439,0.758878505,1.08203125,0.871060172,,
03/04/2006,1.040546496,1.076346828,1.009345794,1.040614709,0.925121971,0.917940011,1.04251497,1.001674641,1.010843107,1.091384285,0.949744067,0.924938618,1.231225071,1.069439709,0.990077142,1.003839824,1.063304721,1.092077088,1.103042198,1.102501525,0.984467059,0.898638427,0.964919473,1.058039216,1.002267574,1.167343829,1.034724292,1.027000557,1.035960052,1.045319629,1.011785696,1.047348485,1.06372549,1.012522361,0.991673523,1.033970276,0.977648202,0.9408867,0.891696751,1.003289474,,
03/05/2006,1.127488352,1.087220495,1,1.132647679,1.13550838,1.055117139,1.012636416,1.001194172,1.079246935,1.189724631,0.988731014,1.048540008,1.08496853,0.979064825,1.006086657,1.01147541,1.182643794,0.884313725,1.034994069,1.006087438,1.078890098,0.925925926,0.965889779,1.003706449,0.978506787,0.918642593,0.9495175,0.94624492,1.054875346,1,1.024525478,1.003616637,1.044546851,0.973498233,1.048096708,1.068093668,1.003976143,1.066317627,1,1.049180328,,
03/06/2006,0.950788881,0.944974121,1.069444444,0.986961583,0.866729641,0.97826341,0.962563812,1.046994275,0.999188641,0.937409299,1.015361744,1.053345389,0.919638287,1.022576794,1.089290929,1.027012426,0.883959044,0.99556541,0.944985673,0.947194719,0.990418558,0.969090909,1.005498303,0.935745938,1.092485549,0.93440682,0.91513083,0.900227918,1.04606718,0.939305516,0.927588565,0.92972973,0.9,0.998185118,0.987619236,0.945199627,0.956435644,1.080196399,0.91902834,1.23125,,
03/07/2006,0.987356776,1.062986451,0.965367965,0.956829441,0.939830162,1.02878987,0.95462581,0.988152199,0.990864799,1.028723116,0.999511957,0.994506438,1.037847866,0.983122811,0.980405721,1.013150973,1.000965251,1.040089087,1.003032141,1.00232288,0.850305499,1.022514071,1.060838046,1.007103394,1.011640212,0.99138368,1.031824963,1.033722572,0.942780621,1.032309364,1.004515707,0.974806202,0.973856209,0.996363636,1.00221223,0.99584994,1.021221532,1.098484848,1.030837004,0.718274112,,
03/08/2006,1.028971589,1.033491525,0.977578475,0.854043393,1.200908388,0.937645146,0.990123457,1.014987318,1.064740832,0.892022412,1.018798828,1.012083549,0.944941008,0.971712373,1.000665071,1.054517134,1.06460945,0.959314775,0.989117291,0.939165701,0.985628743,0.917431193,1.060294551,0.998432602,1.0041841,1.011247444,0.995742972,0.920743086,0.95138135,1.014426613,1.005138219,1.02584493,1.025167785,0.983576642,1.036053328,1.014853936,1.006588951,0.906206897,0.863247863,0.961130742,,
03/09/2006,0.97021078,0.892941485,0.97706422,1.0352194,0.982578257,0.909721362,1.027431421,1.023852794,0.99403502,0.965525129,0.99209202,1.032577179,0.93984109,0.939444444,0.995006849,1.022648941,0.99365942,0.984375,1.048899756,0.922887107,1.006682868,1.112,1.054087841,0.935635793,1.038541667,1.023255814,1.074130838,1.055389682,0.97060925,1.075628815,1.024280711,0.990310078,1.034369885,1.001855288,1.001420356,1.013477801,0.988418933,1.022070015,1.079207921,1.044117647,,
03/10/2006,0.933942601,0.837937114,1.117370892,1.032208589,1.083370869,1.065750068,1.0625,0.988684269,1.053232675,1.093119447,1.011352657,1.00033036,0.973228663,1.046836192,1.037134739,0.999518536,0.938924339,1.083900227,1.027972028,0.947860963,0.995775498,0.994604317,0.982236981,0.95385906,1.073219659,1.035079051,1.025533193,1.020540429,0.998278672,0.96514539,1.007486852,0.900195695,1.025316456,1.003703704,1.005673365,0.961287734,1.004584819,1.033507074,1.105504587,0.985915493,,
03/11/2006,1.073304721,0.986322988,1.369747899,1.06146157,1.056846959,0.97790267,1.030268418,1.043536804,0.981988605,1.075560131,1.091712443,1.006439894,1.189245088,1.021353519,1.028710793,1.056840077,1.142718447,1.020920502,1.003117914,1.162905501,1.062424242,1.240506329,1.085081835,1.037818821,1.042056075,1.058472554,1.055946104,1.03422264,1.04705127,1.045454645,0.992568785,1.039130435,1.074074074,1.02398524,1.057126432,1.038455921,1.011663286,1.13832853,1.282157676,1,,
03/12/2006,1.034788868,1.1456,1.095092025,1.017816238,1.166410357,1.014106583,0.998891353,1.001505376,1.001310125,1.009235936,1.035003282,1.007219032,1.019826087,1.065265487,1.037631094,1.041476755,1.04757859,1.084016393,1.088725629,0.95755003,1.163719338,0.988338192,0.969733686,0.961864407,1.031390135,0.929650507,1.007073509,1.006254163,1.01226349,0.998212125,0.950093655,0.966527197,1.002873563,0.990990991,0.962637219,1.043401382,1.036591479,1.110759494,1.216828479,1.057142857,,
03/01/2007,0.98256434,0.889044072,0.966386555,0.978494624,0.917673392,0.994976816,1.096559378,1.043160833,0.99682243,0.963394343,1.039949271,1.01694087,0.929399727,0.989096573,1.033543542,1.025382932,0.95701541,1.094517958,1.097586296,1.079164028,1.054901961,1.085545723,1.047122421,1.003524229,1.08173913,1.066699006,1.082977551,1.064929614,1.041883004,1.085919101,1.042679124,1.103896104,1.140401146,1.02,1.003464769,1.09595979,1.034816248,1.077492877,1.287234043,0.969594595,,
03/02/2007,1.012427832,0.99668354,1.098550725,0.943904932,1.011326807,1.046084142,0.978238866,0.993001235,0.988936809,1.091537133,0.954065041,0.973089861,1.189541284,0.9832021,1.028655842,1.005121639,1.192372881,1.043177893,1.096949633,1.096244131,1.065520446,1.032608696,1.057737733,0.939420544,0.993569132,1.072760346,0.987791696,1.120365037,1.106312292,0.986812829,1.022041047,1.12745098,0.998743719,1.033868093,0.992403828,1.082989229,1.024299065,1.372289794,1.080578512,1.24738676,,
03/03/2007,1.010255295,1.078809107,1.023746702,0.988357926,1.007797013,0.950129934,0.93688567,0.95128524,0.948236633,0.953852848,0.993608862,1.057119342,0.906062008,0.956433529,0.965035449,0.98895966,1.02771855,0.956953642,0.877775383,0.973233405,0.952027911,0.936842105,0.99254075,0.965420561,0.950647249,0.903984739,1.009333762,0.921440749,0.955855856,0.954510637,1.020455434,1.013913043,0.969811321,1.017241379,0.94920318,0.87336535,0.973540146,0.970712909,0.954110899,1.05027933,,
03/04/2007,1.024962702,1.103084416,0.81443299,1.060950555,1.106412274,0.968481375,1.050248482,1.067552844,1.016996601,1.138785903,1.042881647,1.110557459,1.110486891,1.033493357,1.028571343,1.070845857,1.131396957,1.12283737,1.03413556,1.165566557,1.04580852,0.96488764,1.045741325,1.062923524,1.059574468,1.041735053,1.00497449,1.041982379,1.045868677,1.072042486,1.017751432,1.02915952,0.962386511,1.027118644,1.003665426,1.095766223,1.045923149,1.00952759,1.274549098,1.191489362,,
03/05/2007,1.013280312,0.963796909,1.151898734,1.085334366,1.06242963,1.001882733,1.022607781,1.08001633,1.007274872,1.100997815,1.058799342,1.077958497,1.0041392,1.120665442,1.022051504,0.970328789,1.114303178,1.032357473,0.96604132,1.042944785,1.055628559,1.114992722,1.02712714,1.048269581,1.014457831,1.043889264,1.038075898,1.120153892,0.998498047,0.985197782,1.028477238,1.068333333,0.974393531,0.981848185,1.074501616,1.039078394,1.01344086,1.374360991,0.962264151,1.162946429,,
03/06/2007,0.989781562,1.041685754,1.032967033,1.051861544,1.179295535,1.075838926,1.166580977,0.997920998,0.991216084,1.018079343,1.023495146,0.996488033,1.057251908,1.042702911,0.987391915,0.940495868,1.102029622,1.046268657,1.06612586,1.08280543,1.12033195,1.134464752,0.996760749,0.986099044,1.047505938,1.089262613,1.035028732,1.082732591,1.007821901,0.994145621,1.001959846,1.082683307,1.031811895,0.949579832,0.980286831,0.952063176,0.963748895,1.068669528,1.227124183,1.02303263,,
03/07/2007,0.977182614,1.06625623,0.811170213,0.994458894,1.074067067,0.984903306,0.973997356,1.001893939,0.975777865,1.007361923,0.93132233,0.993473437,0.855018051,1.053157068,0.993342249,0.91168717,1.078646093,0.998573466,0.994466221,1.040117008,1.063703704,1.080552359,0.905908096,1.066960352,1.004535147,0.958432304,1.018841179,1.11867164,0.962686567,1.068332269,0.977433676,0.891930836,1.049597855,1.008849558,0.993065658,1.010848143,0.980733945,1.044712182,1.086551265,0.893058161,,
03/08/2007,1.026029704,1.042617542,0.97704918,0.995678872,1.03679158,0.853052952,0.843891403,1.007183365,0.948536831,1.004947334,0.941535954,0.934042833,0.867758825,0.996313202,0.981470759,0.954216867,1,0.878571429,0.899142128,0.991964644,1.015320334,1.007454739,0.970129622,0.915772089,0.949586155,0.886204048,0.893855072,0.826796435,0.95875969,0.964223019,0.944869107,0.987075929,0.904214559,1,1.006284487,1.039078394,1.118802619,1.028959508,1.232843137,1.008403361,,
03/09/2007,1.003133861,0.965981013,1.003355705,1.039173138,1.050287753,0.96020196,1.061662198,1.009384384,1.078297872,0.877195122,1.034400692,0.994091996,1.029583496,1.028017621,0.991150442,1.040909091,1.027226581,1.056910569,1.006446622,1.032806804,0.979080933,1.039112051,1.050462221,0.992786294,1.001584786,1.050104871,1.015305792,1.008567947,0.972833118,0.997087421,1.013963706,0.916530278,0.951977401,0.973684211,0.970855552,1.0761148,1.02090301,1.033374844,1.26640159,1.164583333,,
03/10/2007,1.085911931,1.062653563,1.026755853,1.0351687,1.140384577,1.087225487,1.131818182,1.070472295,1.024664562,1.022682872,1.01317716,1.066789302,1.080718336,1.072677408,1.033333333,1.065016982,1.119946092,0.921538462,1.062772226,1.101960784,1.057793345,1.008138352,1.086125974,1.011807448,0.965189873,1.015978695,1.052634941,1.070029023,0.941821809,1.0162272,1.051149573,1.053571429,1.019287834,0.998198198,1.055750212,1.108302756,1.172809173,0.949626416,0.937205651,1.051878354,,
03/11/2007,1.091444619,1.179833012,1.175895765,0.901263404,1.18964539,0.870128023,1.017849174,1.051068265,0.868669363,1.04030279,1.011354253,1.084626608,1.012943852,1.110418664,0.976958525,0.985421412,1.154833534,0.949916528,0.888379942,1.053736655,1.01986755,1.068617558,1.05071086,1.12567325,1.048360656,0.968108344,0.915528855,0.946660769,0.945640664,1.008623328,1.007486446,0.961016949,0.943231441,0.949458484,1.004069378,1.107952447,1.032821229,0.832233503,1.102177554,0.833333333,,
03/12/2007,0.988515125,0.959825803,1.03601108,0.968429733,0.952053774,0.831943763,1.05523893,1.027929268,1.007980492,0.947503439,1.012043274,1.00807142,0.999136591,1.009209958,0.974056604,1.060564031,0.826675929,1.017574692,0.950881954,0.987841945,1.003246753,0.958451369,1.00154229,0.938596491,0.901485536,0.942915162,0.9209253,1.100539836,0.967151922,1.042003432,0.95646119,1.051146384,0.955246914,0.967680608,0.890755317,1.067577913,1.004056795,1.00304971,0.927051672,0.969387755,,
03/01/2008,1.094470192,1.116719601,1.168449198,1.005960345,1.089841732,0.917076046,1.0294973,0.99244373,0.886298658,1.016208526,0.874949576,0.983622468,0.982544072,0.96691858,0.961561743,0.972101133,0.911344538,0.965457686,1.166952055,0.906324786,0.949838188,0.928078818,0.95948998,1.079864061,0.936686904,1.008135918,1.040808982,1.034682727,0.998070243,1.046187541,0.989803766,1.040268456,0.975767367,1.001964637,0.980319236,0.946033472,1.047138047,1.125874126,0.948360656,1.301052632,,
03/02/2008,1.056267765,0.923920772,1.073226545,0.981983071,0.686144388,1.220698522,0.889426957,0.95998704,1.117369727,1.188807143,1.004840941,0.954859398,1.048021108,0.844418227,0.965061379,0.950224215,0.946519133,0.966010733,0.984837369,1.087514146,0.988074957,1.183651805,0.890500952,0.852871755,0.97962963,0.892950392,0.843648434,0.851275904,0.827146172,0.905122277,0.872822207,0.772580645,0.956953642,0.921568627,0.912747172,0.869013998,0.951768489,0.862543883,0.928262748,0.860841424,,
03/03/2008,1.077873579,1.119173263,1.125799574,0.966506588,0.910128119,0.789362823,0.875680581,0.995950051,0.870086609,0.979373081,0.922000459,1.001679153,1.108593488,0.962451973,1.057077626,0.940066069,1.149537263,0.987037037,1.088403278,1.171002428,0.95862069,0.911210762,0.942999952,0.997232472,0.842155009,0.973950027,0.951393443,0.939552703,0.973819542,0.996683482,0.953631336,0.995824635,0.961937716,1.065957447,1.009305576,0.928686991,0.993918919,1.006574828,0.90689013,1.146616541,,
03/04/2008,0.923982269,1.018860511,1.070075758,1.021404001,1.245451409,1.178341116,1.02642487,1.02609285,1.030372639,1.199588957,1.000746454,1.071953578,1.053747161,1.052077663,0.972847886,1.029116466,0.969067797,1.112570356,1.036048369,1.017772512,0.895683453,1.007874016,1.027368636,0.966697502,1.019079686,0.984170306,1.139570949,0.836951825,1.138742199,1.066108163,1.056580268,0.911949686,0.928057554,0.942115768,1.104770234,1.046249167,0.972127804,0.746500778,0.852156057,0.693442623,,
03/05/2008,0.944361731,1.096991901,1.005309735,0.97979294,1.193458427,1.042272127,1.143361938,0.970442536,0.985632896,1.093421571,1.028095475,1.035246,1.067528736,1.069334253,1.062163019,1.046341463,1.067337123,1.011804384,1.001981942,1.150465658,1.222088353,1.129882813,1.079869035,1.170334928,0.990088106,1.017470882,1.005292205,1.089001097,1.126475548,0.971310733,1.043508131,1.131034483,1.052325581,0.974576271,1.034148634,1.038355173,1.111188811,0.935833333,1.154216867,1.030732861,,
03/06/2008,1.029428938,1.106345579,0.996478873,0.970464672,1.024496681,0.84881405,0.967328918,0.959673303,0.837145011,1.020579981,1.060943168,1.008598652,1.002018843,0.976290323,0.990743506,0.965967366,0.996722655,1.031666667,1.029010989,1.069567417,1.002300361,1.010371651,0.944965086,0.988552739,0.986651835,1.005451077,0.887794239,0.918524554,1.010479042,0.977199072,0.998930883,1.089430894,0.994475138,1.093478261,0.956708265,0.986348551,1.020767778,0.983971505,0.885177453,0.924311927,,
03/07/2008,1.064662507,1.144502701,1.24204947,0.91118982,0.917724005,0.81996587,0.928799635,0.912765957,0.67247073,0.876260312,0.97355824,1.042165899,0.840026864,0.790351892,0.931283906,0.967181467,0.829428689,0.935379645,0.951516446,0.793046358,0.77442623,1.076133447,0.828877005,0.921422663,0.959413754,0.80807807,0.94171961,0.977163132,0.875555556,0.988006188,0.893911977,0.858208955,0.907407407,0.994035785,0.901847036,0.833872906,0.958692972,0.705429864,0.712264151,0.784119107,,
03/08/2008,0.974320725,0.860553897,0.73257468,1.009933775,0.920881545,1.079864724,1.119410319,1.032245532,1.487946429,1.153593096,0.932100211,0.833959761,0.859929645,0.900083612,0.973462783,0.99251497,0.778493558,0.894645941,1.045566779,0.956755145,1.00804403,1.049284579,1.057683284,0.935816876,0.805170388,0.917812814,0.977242062,1.110828698,1.06641286,0.976501192,1.042203657,0.891304348,0.940816327,1.04,1.100332717,1.084972196,1.019935691,1.140474663,1.168874172,1.098101266,,
03/09/2008,0.874453193,0.842555251,0.994174757,1.009693514,1.065755139,1.099975909,1.062774363,0.97214904,0.98889889,0.909170456,1.047224315,0.953207847,0.908144292,0.959359034,1.080784574,1.02513826,0.929344367,0.855212355,1.012022327,0.784289277,0.970180596,0.831060606,1.074195248,0.970743405,1.00992411,1.061769006,1.058541973,0.965707833,1.007536692,1.010157333,1.051263993,0.997560976,1.052060738,0.980769231,0.939725843,1.009891243,0.95334174,0.940382452,0.803116147,0.795389049,,
03/10/2008,1.051150575,0.853532453,0.794921875,0.91204292,0.581394959,0.983355234,0.928954977,1.017615176,1.046116505,0.792886956,0.945550492,0.837018495,0.711506962,0.610505931,0.908643494,0.948994605,0.628082192,0.911963883,0.871446754,0.670111288,0.822510823,1.094804011,1.071393542,0.924407115,0.968786127,0.880895009,0.851130435,0.80855745,0.737007874,0.915251505,0.82522871,0.73594132,0.841237113,0.941176471,1.013156954,0.750452583,0.818121693,1.040669856,0.814814815,1.061594203,,
03/11/2008,0.865853659,0.670592194,0.896805897,0.992414861,1.101880697,0.882405345,0.860827034,0.864561537,0.68474478,0.943603774,0.964485033,0.881375644,1.088633094,0.683584457,0.847664184,0.920930233,1.074154853,0.504950495,0.838364167,0.806642942,0.753684211,0.865945046,0.800332458,1.086584714,0.696897375,0.801680344,0.616571312,0.788518258,0.939636752,0.902367112,0.878837635,0.737541528,0.914215686,0.897916667,0.750811631,0.910331746,0.776879547,0.601149425,0.764069264,0.795221843,,
03/12/2008,1.072071453,0.717344037,0.846575342,0.946966152,0.896596859,0.797324584,0.876033058,1.015181518,0.637441762,0.767384509,0.948711205,1.038831291,0.852233677,0.848027842,0.876198083,1.020763187,0.787817259,0.985294118,1.068234611,0.811764706,0.998603352,1.1125,1.006622317,0.995573045,1.196917808,0.958079454,1.035128418,0.991143609,1.094371802,0.914268783,0.832846401,0.794594595,0.750670241,1.078886311,0.868646159,0.884535242,1.050988554,1.088910134,1.079320113,1.278969957,,
03/01/2009,1.124519354,0.904639776,1.239482201,0.974962939,0.946306569,1.05444761,0.954009434,0.99479844,0.952159468,1.002319057,1.003881342,1.037379786,1.498138958,1.05129959,1.090246126,1.03573392,1.195876289,1.243781095,1.20250068,1.27807971,1.048951049,0.923941227,1.090457821,1.092391304,1.011444921,1.13686085,1.239795102,1.191176471,1.093506494,1.070149129,1.094529286,1.089569161,1.0375,1.053763441,0.958310225,1.134224407,1.036633663,0.989464442,1.028871391,0.953020134,,
03/02/2009,1.033566992,1.087628866,0.877284595,0.87244467,1.024559563,0.450015011,0.795426452,0.94379085,0.369853454,0.870017331,0.949461475,0.993003323,0.882815735,0.518542615,0.862040134,0.979830149,0.824353448,0.736,0.939195298,0.986534373,0.945333333,0.980355472,0.987961389,0.881501583,0.747524752,0.808905795,0.833828276,0.780169242,1.024703088,0.840084842,0.87458562,0.91207076,0.991394148,1,0.753250053,0.860867798,0.859598854,1.20851819,1.257653061,1.147887324,,
03/03/2009,1.002867225,0.993601896,0.985119048,0.835011619,0.950432138,0.680453636,0.944832945,0.896352724,0.688679245,0.757968127,0.700116347,0.786683107,0.753283302,0.540777917,0.793404462,0.915492958,1.099346405,0.793478261,0.769193742,0.868534483,0.936530324,1.060114504,0.858939129,0.830169318,0.808893094,1.068326418,0.781975844,0.88199848,1.003708855,0.997444089,1.0394533,0.989161438,1.0625,0.96122449,0.797410239,0.928985393,0.903333333,0.934654919,1.016227181,1.374233129,,
03/04/2009,0.988783814,1.203672788,1.160120846,1.208487941,1.312537626,1.354901961,1.346217105,1.158125161,2.082191781,1.289973719,1.185708351,1.088222123,1.360523039,1.721577726,1.222493888,1.074556213,1.167657551,1.273972603,1.191176471,1.2936311,1.438253012,1.04770477,1.073226693,1.131025958,0.932163743,1.404194718,1.419207921,1.229615327,0.999076212,1.1374516,1.178408231,1.381199539,1.209150327,0.955414013,1.162080229,1.190261115,1.009225092,1.140612726,1.313373253,1.118303571,,
03/05/2009,0.983540925,1.016247276,1.015625,1.110727308,1.096994568,1.254703329,1.10323763,0.944407383,1.144736842,1.038027036,1.067624387,0.966666667,0.94805492,1.474393531,1.097,1.012665198,1.076374745,1.053763441,1.024428684,1.012148338,0.966492147,0.998281787,1.023757189,1.061748634,1.154328733,0.965148442,0.971536208,1.068244957,1.015025428,0.9613783,1.106846771,1.077244259,1.054054054,1.022222222,1.107178969,1.102454642,1.055453991,0.944903581,1.041033435,1.145708583,,
03/06/2009,1.103855721,1.28290115,1.058974359,1.027988943,1.107739366,1.378892734,1.006644518,1.155874735,1.288505747,1.071962709,1.015425008,0.997232865,1.079652426,1.040219378,1.143117593,0.957041871,1.29422895,1.551020408,1.164102564,1.222362603,1.158179848,0.969879518,1.037588235,1.067421513,0.99673913,1.03362629,1.001723395,1.050022614,0.965839217,1.081722955,1.063687371,1.029069767,0.982051282,1.032608696,1.221004566,1.184640207,1.311778291,1.037172012,1.239416058,0.916376307,,
03/07/2009,0.954673496,0.98768997,0.796610169,1.012605042,0.993404716,0.869510665,0.922992299,0.995722143,1.127564674,1.013732114,0.993535876,1.053788687,0.943885535,0.819859402,0.910685805,1.040340909,1.033625731,1.023026316,0.94030837,1.034625323,1.019644528,1.070984916,0.992091388,0.924300868,1.113413304,0.980406654,0.93046595,0.893780152,0.998349446,0.970108266,0.899337276,0.919020716,0.950391645,1.031578947,0.95736724,0.911600203,0.935739437,1.096275474,1.215547703,0.977186312,,
03/08/2009,1.024570815,1.126634867,1.066869301,1.197344398,1.188613594,1.50986051,1.076281287,1.014729951,1.212025316,1.263697362,1.113858165,1.041523192,1.119374704,1.521972133,1.117338004,1.07646095,1.331683168,1.327974277,1.22417428,1.118381618,1.105045872,0.995028998,1.040515443,1.067292645,1.227717924,1.241138763,1.092449923,1.212819277,1.083845064,1.148513457,1.167393598,1.098360656,1.123626374,1.010204082,1.2140625,1.148605578,1.174035748,1.120512821,1.08624031,1.120622568,,
03/09/2009,1.024295738,0.908085223,0.86039886,0.984474633,1.000723431,1.110544759,0.991140642,0.999596774,1.09921671,1.058127818,1.011390187,0.947491249,0.932501058,1.187323944,0.996865204,0.994926433,1.208178439,1.130750605,0.9286261,0.949977669,1.070153591,0.975853455,1.013976989,1.048778104,1.021140806,0.918881969,1.081946403,1.028490821,0.941817389,0.969416395,1.005306477,0.906716418,0.941320293,0.977777778,1.042471042,0.900589664,0.881410256,0.802059497,0.746654773,0.920138889,,
